0.679296 0.934693
0.0534616 0.5297
0.383416 0.0668422
0.588977 0.930436
0.0919649 0.653919
0.651519 0.0726859
0.266145 0.0907329
0.277082 0.913817
0.159768 0.212752
0.71471 0.130427
0.0909903 0.274588
0.590109 0.955409
0.464031 0.961095
0.126031 0.199757
0.947487 0.410313
0.0710636 0.365339
0.253057 0.135109
0.679592 0.908922
0.250126 0.86086
0.951367 0.632739
0.869264 0.715642
0.463323 0.0651939
0.205262 0.83642
0.0810608 0.388823
0.828355 0.157731
0.233599 0.101637
0.0564407 0.598217
0.699834 0.117437
0.279293 0.0782632
0.460697 0.940163
0.546137 0.917848
0.246733 0.843975
0.495691 0.0799169
0.0668498 0.544023
0.0506026 0.477804
0.552862 0.954028
0.0825065 0.687414
0.496582 0.0536944
0.205341 0.171379
0.37252 0.939725
0.871884 0.758246
0.38906 0.935242
0.0830857 0.421579
0.0810055 0.459763
0.0638036 0.347492
0.825837 0.834338
0.153315 0.767065
0.0617314 0.519303
0.444519 0.0342431
0.523772 0.0316388
0.468075 0.931915
0.821334 0.155414
0.518773 0.022405
0.713695 0.0773243
0.589809 0.925503
0.929698 0.430446
0.919236 0.601638
0.0516167 0.522063
0.245142 0.107181
0.275353 0.858766
0.0556062 0.573183
0.162204 0.15958
0.308327 0.0601425
0.770046 0.170796
0.572442 0.0314038
0.861622 0.277198
0.52567 0.939871
0.749145 0.880784
0.710114 0.87906
0.359379 0.0898531
0.0964286 0.674693
0.878192 0.76936
0.908691 0.3624
0.859213 0.794278
0.428873 0.073511
0.833474 0.19808
0.129482 0.196307
0.849278 0.819527
0.0486975 0.458046
0.842044 0.231895
0.93411 0.589419
0.62783 0.944452
0.405786 0.0504816
0.748311 0.864172
0.967723 0.523072
0.917967 0.276668
0.941429 0.596723
0.126034 0.246974
0.162958 0.835997
0.574346 0.0322694
0.57643 0.0599598
0.953262 0.476952
0.857156 0.21741
0.903056 0.668904
0.243001 0.123444
0.201217 0.848695
0.834283 0.791982
0.533532 0.0731837
0.106043 0.266287
0.747969 0.114529
